State,Stations,Time Frame,Year,State Trend Sign,Table Name,Dynamic State Trend,Max State Year,Min State Year,Raw Data,State Data,State Non-Null Years,State Trend Magnitude,State Trends
NC,,Annual,1995,+,StateAvgMaxT.txt,0.06,2020,1980,69.3,,,0.057,0.057334495
NC,,Annual,2000,+,StateAvgMinT.txt,0.06,2020,1980,47,,,0.057,0.057334495
NC,,Annual,2000,+,StateAvgMaxT.txt,0.06,2020,1980,69.8,,,0.057,0.057334495
NC,,Annual,1984,+,StateAvgMinT.txt,0.06,2020,1980,47.4,,,0.057,0.057334495
NC,,Annual,1984,+,StateAvgMaxT.txt,0.06,2020,1980,69.8,,,0.057,0.057334495
NC,,Annual,2010,+,StateAvgMinT.txt,0.06,2020,1980,47.8,,,0.057,0.057334495
NC,,Annual,2010,+,StateAvgMaxT.txt,0.06,2020,1980,70.2,,,0.057,0.057334495
NC,,Annual,2001,+,StateAvgMinT.txt,0.06,2020,1980,47.7,,,0.057,0.057334495
NC,,Annual,2001,+,StateAvgMaxT.txt,0.06,2020,1980,71.1,,,0.057,0.057334495
NC,,Annual,1986,+,StateAvgMinT.txt,0.06,2020,1980,48.7,,,0.057,0.057334495
NC,,Annual,1986,+,StateAvgMaxT.txt,0.06,2020,1980,70.9,,,0.057,0.057334495
NC,,Annual,2014,+,StateAvgMinT.txt,0.06,2020,1980,47.4,,,0.057,0.057334495
NC,,Annual,2014,+,StateAvgMaxT.txt,0.06,2020,1980,69.2,,,0.057,0.057334495
NC,,Annual,1985,+,StateAvgMinT.txt,0.06,2020,1980,48.1,,,0.057,0.057334495
NC,,Annual,1985,+,StateAvgMaxT.txt,0.06,2020,1980,70.3,,,0.057,0.057334495
NC,,Annual,2002,+,StateAvgMinT.txt,0.06,2020,1980,48.8,,,0.057,0.057334495
NC,,Annual,2002,+,StateAvgMaxT.txt,0.06,2020,1980,71.1,,,0.057,0.057334495
NC,,Annual,1992,+,StateAvgMinT.txt,0.06,2020,1980,47.6,,,0.057,0.057334495
NC,,Annual,1992,+,StateAvgMaxT.txt,0.06,2020,1980,68.8,,,0.057,0.057334495
NC,,Annual,1998,+,StateAvgMinT.txt,0.06,2020,1980,49.8,,,0.057,0.057334495
NC,,Annual,1998,+,StateAvgMaxT.txt,0.06,2020,1980,71.8,,,0.057,0.057334495
NC,,Annual,2020,+,StateAvgMinT.txt,0.06,2020,1980,50.6,,,0.057,0.057334495
NC,,Annual,2020,+,StateAvgMaxT.txt,0.06,2020,1980,71.1,,,0.057,0.057334495
NC,,Annual,2007,+,StateAvgMinT.txt,0.06,2020,1980,48.6,,,0.057,0.057334495
NC,,Annual,2007,+,StateAvgMaxT.txt,0.06,2020,1980,72.3,,,0.057,0.057334495
NC,,Annual,1980,+,StateAvgMinT.txt,0.06,2020,1980,46.5,,,0.057,0.057334495
NC,,Annual,1980,+,StateAvgMaxT.txt,0.06,2020,1980,69.4,,,0.057,0.057334495
NC,,Annual,1988,+,StateAvgMinT.txt,0.06,2020,1980,45.6,,,0.057,0.057334495
NC,,Annual,1988,+,StateAvgMaxT.txt,0.06,2020,1980,69,,,0.057,0.057334495
NC,,Annual,1990,+,StateAvgMinT.txt,0.06,2020,1980,49.4,,,0.057,0.057334495
NC,,Annual,1990,+,StateAvgMaxT.txt,0.06,2020,1980,72.7,,,0.057,0.057334495
NC,,Annual,1989,+,StateAvgMinT.txt,0.06,2020,1980,47.6,,,0.057,0.057334495
NC,,Annual,1989,+,StateAvgMaxT.txt,0.06,2020,1980,68.8,,,0.057,0.057334495
NC,,Annual,2012,+,StateAvgMinT.txt,0.06,2020,1980,49.6,,,0.057,0.057334495
NC,,Annual,2012,+,StateAvgMaxT.txt,0.06,2020,1980,71.8,,,0.057,0.057334495
NC,,Annual,2019,+,StateAvgMinT.txt,0.06,2020,1980,50.6,,,0.057,0.057334495
NC,,Annual,2019,+,StateAvgMaxT.txt,0.06,2020,1980,72.1,,,0.057,0.057334495
NC,,Annual,2015,+,StateAvgMinT.txt,0.06,2020,1980,50,,,0.057,0.057334495
NC,,Annual,2015,+,StateAvgMaxT.txt,0.06,2020,1980,71,,,0.057,0.057334495
NC,,Annual,2017,+,StateAvgMinT.txt,0.06,2020,1980,50.1,,,0.057,0.057334495
NC,,Annual,2017,+,StateAvgMaxT.txt,0.06,2020,1980,71.9,,,0.057,0.057334495
NC,,Annual,1999,+,StateAvgMinT.txt,0.06,2020,1980,48.2,,,0.057,0.057334495
NC,,Annual,1999,+,StateAvgMaxT.txt,0.06,2020,1980,71.2,,,0.057,0.057334495
NC,,Annual,1981,+,StateAvgMinT.txt,0.06,2020,1980,45.4,,,0.057,0.057334495
NC,,Annual,1981,+,StateAvgMaxT.txt,0.06,2020,1980,68.9,,,0.057,0.057334495
NC,,Annual,2013,+,StateAvgTv2.txt,0.06,2020,1980,58.6,58.60,2013,0.057,0.057334495
NC,,Annual,2008,+,StateAvgTv2.txt,0.06,2020,1980,59.3,59.30,2008,0.057,0.057334495
NC,,Annual,2001,+,StateAvgTv2.txt,0.06,2020,1980,59.4,59.40,2001,0.057,0.057334495
NC,,Annual,1981,+,StateAvgTv2.txt,0.06,2020,1980,57.2,57.20,1981,0.057,0.057334495
NC,,Annual,1989,+,StateAvgTv2.txt,0.06,2020,1980,58.2,58.20,1989,0.057,0.057334495
NC,,Annual,2007,+,StateAvgTv2.txt,0.06,2020,1980,60.5,60.50,2007,0.057,0.057334495
NC,,Annual,2002,+,StateAvgTv2.txt,0.06,2020,1980,60,60.00,2002,0.057,0.057334495
NC,,Annual,1986,+,StateAvgTv2.txt,0.06,2020,1980,59.8,59.80,1986,0.057,0.057334495
NC,,Annual,1995,+,StateAvgTv2.txt,0.06,2020,1980,58.4,58.40,1995,0.057,0.057334495
NC,,Annual,2006,+,StateAvgTv2.txt,0.06,2020,1980,59.8,59.80,2006,0.057,0.057334495
NC,,Annual,1985,+,StateAvgTv2.txt,0.06,2020,1980,59.2,59.20,1985,0.057,0.057334495
