State,Stations,Time Frame,Year,State Trend Sign,Table Name,Dynamic State Trend,Max State Year,Min State Year,Raw Data,State Data,State Non-Null Years,State Trend Magnitude,State Trends
NC,,Spring (MAM),1983,+,StateAvgTv2.txt,0.06,2020,1980,56.266666667,56.27,1983,0.059,0.059454123
NC,,Spring (MAM),1991,+,StateAvgTv2.txt,0.06,2020,1980,61.1,61.10,1991,0.059,0.059454123
NC,,Spring (MAM),2003,+,StateAvgTv2.txt,0.06,2020,1980,58.733333333,58.73,2003,0.059,0.059454123
NC,,Spring (MAM),1992,+,StateAvgTv2.txt,0.06,2020,1980,56.066666667,56.07,1992,0.059,0.059454123
NC,,Spring (MAM),2015,+,StateAvgTv2.txt,0.06,2020,1980,59.766666667,59.77,2015,0.059,0.059454123
NC,,Spring (MAM),2004,+,StateAvgTv2.txt,0.06,2020,1980,60.566666667,60.57,2004,0.059,0.059454123
NC,,Spring (MAM),1984,+,StateAvgTv2.txt,0.06,2020,1980,55.833333333,55.83,1984,0.059,0.059454123
NC,,Spring (MAM),2020,+,StateAvgTv2.txt,0.06,2020,1980,59,59.00,2020,0.059,0.059454123
NC,,Spring (MAM),1998,+,StateAvgTv2.txt,0.06,2020,1980,58.766666667,58.77,1998,0.059,0.059454123
NC,,Spring (MAM),1988,+,StateAvgTv2.txt,0.06,2020,1980,56.966666667,56.97,1988,0.059,0.059454123
NC,,Spring (MAM),1991,+,StateAvgMinT.txt,0.06,2020,1980,50.133333333,,,0.059,0.059454123
NC,,Spring (MAM),1991,+,StateAvgMaxT.txt,0.06,2020,1980,72.033333333,,,0.059,0.059454123
NC,,Spring (MAM),2003,+,StateAvgMinT.txt,0.06,2020,1980,48.033333333,,,0.059,0.059454123
NC,,Spring (MAM),2003,+,StateAvgMaxT.txt,0.06,2020,1980,69.4,,,0.059,0.059454123
NC,,Spring (MAM),2011,+,StateAvgMinT.txt,0.06,2020,1980,48.033333333,,,0.059,0.059454123
NC,,Spring (MAM),2011,+,StateAvgMaxT.txt,0.06,2020,1980,71.733333333,,,0.059,0.059454123
NC,,Spring (MAM),1987,+,StateAvgMinT.txt,0.06,2020,1980,45.4,,,0.059,0.059454123
NC,,Spring (MAM),1987,+,StateAvgMaxT.txt,0.06,2020,1980,69.033333333,,,0.059,0.059454123
NC,,Spring (MAM),1983,+,StateAvgMinT.txt,0.06,2020,1980,44.933333333,,,0.059,0.059454123
NC,,Spring (MAM),1983,+,StateAvgMaxT.txt,0.06,2020,1980,67.533333333,,,0.059,0.059454123
NC,,Spring (MAM),2004,+,StateAvgMinT.txt,0.06,2020,1980,48.566666667,,,0.059,0.059454123
NC,,Spring (MAM),2004,+,StateAvgMaxT.txt,0.06,2020,1980,72.566666667,,,0.059,0.059454123
NC,,Spring (MAM),2008,+,StateAvgMinT.txt,0.06,2020,1980,46.1,,,0.059,0.059454123
NC,,Spring (MAM),2008,+,StateAvgMaxT.txt,0.06,2020,1980,70.2,,,0.059,0.059454123
NC,,Spring (MAM),1996,+,StateAvgMinT.txt,0.06,2020,1980,44.766666667,,,0.059,0.059454123
NC,,Spring (MAM),1996,+,StateAvgMaxT.txt,0.06,2020,1980,68.5,,,0.059,0.059454123
NC,,Spring (MAM),2016,+,StateAvgMinT.txt,0.06,2020,1980,48.6,,,0.059,0.059454123
NC,,Spring (MAM),2016,+,StateAvgMaxT.txt,0.06,2020,1980,71.9,,,0.059,0.059454123
NC,,Spring (MAM),1997,+,StateAvgMinT.txt,0.06,2020,1980,44.3,,,0.059,0.059454123
NC,,Spring (MAM),1997,+,StateAvgMaxT.txt,0.06,2020,1980,69.933333333,,,0.059,0.059454123
NC,,Spring (MAM),2006,+,StateAvgMinT.txt,0.06,2020,1980,45.833333333,,,0.059,0.059454123
NC,,Spring (MAM),2006,+,StateAvgMaxT.txt,0.06,2020,1980,71.333333333,,,0.059,0.059454123
NC,,Spring (MAM),1993,+,StateAvgMinT.txt,0.06,2020,1980,44.633333333,,,0.059,0.059454123
NC,,Spring (MAM),1993,+,StateAvgMaxT.txt,0.06,2020,1980,68.1,,,0.059,0.059454123
NC,,Spring (MAM),2018,+,StateAvgMinT.txt,0.06,2020,1980,46.833333333,,,0.059,0.059454123
NC,,Spring (MAM),2018,+,StateAvgMaxT.txt,0.06,2020,1980,69.2,,,0.059,0.059454123
NC,,Spring (MAM),1982,+,StateAvgMinT.txt,0.06,2020,1980,46.066666667,,,0.059,0.059454123
NC,,Spring (MAM),1982,+,StateAvgMaxT.txt,0.06,2020,1980,70.433333333,,,0.059,0.059454123
NC,,Spring (MAM),2013,+,StateAvgMinT.txt,0.06,2020,1980,44.666666667,,,0.059,0.059454123
NC,,Spring (MAM),2013,+,StateAvgMaxT.txt,0.06,2020,1980,67.1,,,0.059,0.059454123
NC,,Spring (MAM),1994,+,StateAvgMinT.txt,0.06,2020,1980,45.7,,,0.059,0.059454123
NC,,Spring (MAM),1994,+,StateAvgMaxT.txt,0.06,2020,1980,71.2,,,0.059,0.059454123
NC,,Spring (MAM),2005,+,StateAvgMinT.txt,0.06,2020,1980,44.133333333,,,0.059,0.059454123
NC,,Spring (MAM),2005,+,StateAvgMaxT.txt,0.06,2020,1980,67.966666667,,,0.059,0.059454123
NC,,Spring (MAM),2009,+,StateAvgMinT.txt,0.06,2020,1980,47.266666667,,,0.059,0.059454123
NC,,Spring (MAM),2009,+,StateAvgMaxT.txt,0.06,2020,1980,69.766666667,,,0.059,0.059454123
NC,,Spring (MAM),1995,+,StateAvgMinT.txt,0.06,2020,1980,46.7,,,0.059,0.059454123
NC,,Spring (MAM),1995,+,StateAvgMaxT.txt,0.06,2020,1980,71.8,,,0.059,0.059454123
NC,,Spring (MAM),2000,+,StateAvgMinT.txt,0.06,2020,1980,47.333333333,,,0.059,0.059454123
NC,,Spring (MAM),2000,+,StateAvgMaxT.txt,0.06,2020,1980,72.266666667,,,0.059,0.059454123
NC,,Spring (MAM),1984,+,StateAvgMinT.txt,0.06,2020,1980,44.2,,,0.059,0.059454123
NC,,Spring (MAM),1984,+,StateAvgMaxT.txt,0.06,2020,1980,67.466666667,,,0.059,0.059454123
NC,,Spring (MAM),2010,+,StateAvgMinT.txt,0.06,2020,1980,47.833333333,,,0.059,0.059454123
NC,,Spring (MAM),2010,+,StateAvgMaxT.txt,0.06,2020,1980,72.366666667,,,0.059,0.059454123
NC,,Spring (MAM),2001,+,StateAvgMinT.txt,0.06,2020,1980,45.566666667,,,0.059,0.059454123
NC,,Spring (MAM),2001,+,StateAvgMaxT.txt,0.06,2020,1980,70,,,0.059,0.059454123
NC,,Spring (MAM),1986,+,StateAvgMinT.txt,0.06,2020,1980,45.7,,,0.059,0.059454123
NC,,Spring (MAM),1986,+,StateAvgMaxT.txt,0.06,2020,1980,71.9,,,0.059,0.059454123
NC,,Spring (MAM),2014,+,StateAvgMinT.txt,0.06,2020,1980,45.433333333,,,0.059,0.059454123
NC,,Spring (MAM),2014,+,StateAvgMaxT.txt,0.06,2020,1980,70,,,0.059,0.059454123
NC,,Spring (MAM),1985,+,StateAvgMinT.txt,0.06,2020,1980,46.833333333,,,0.059,0.059454123
NC,,Spring (MAM),1985,+,StateAvgMaxT.txt,0.06,2020,1980,73.033333333,,,0.059,0.059454123
NC,,Spring (MAM),2002,+,StateAvgMinT.txt,0.06,2020,1980,47.2,,,0.059,0.059454123
NC,,Spring (MAM),2002,+,StateAvgMaxT.txt,0.06,2020,1980,72.066666667,,,0.059,0.059454123
NC,,Spring (MAM),1992,+,StateAvgMinT.txt,0.06,2020,1980,44.066666667,,,0.059,0.059454123
NC,,Spring (MAM),1992,+,StateAvgMaxT.txt,0.06,2020,1980,68.066666667,,,0.059,0.059454123
NC,,Spring (MAM),1998,+,StateAvgMinT.txt,0.06,2020,1980,47.666666667,,,0.059,0.059454123
NC,,Spring (MAM),1998,+,StateAvgMaxT.txt,0.06,2020,1980,69.833333333,,,0.059,0.059454123
NC,,Spring (MAM),2020,+,StateAvgMinT.txt,0.06,2020,1980,47.966666667,,,0.059,0.059454123
NC,,Spring (MAM),2020,+,StateAvgMaxT.txt,0.06,2020,1980,70,,,0.059,0.059454123
NC,,Spring (MAM),2007,+,StateAvgMinT.txt,0.06,2020,1980,46,,,0.059,0.059454123
NC,,Spring (MAM),2007,+,StateAvgMaxT.txt,0.06,2020,1980,72.133333333,,,0.059,0.059454123
NC,,Spring (MAM),1980,+,StateAvgMinT.txt,0.06,2020,1980,45.1,,,0.059,0.059454123
NC,,Spring (MAM),1980,+,StateAvgMaxT.txt,0.06,2020,1980,69,,,0.059,0.059454123
NC,,Spring (MAM),1988,+,StateAvgMinT.txt,0.06,2020,1980,44.133333333,,,0.059,0.059454123
NC,,Spring (MAM),1988,+,StateAvgMaxT.txt,0.06,2020,1980,69.833333333,,,0.059,0.059454123
NC,,Spring (MAM),1990,+,StateAvgMinT.txt,0.06,2020,1980,47.133333333,,,0.059,0.059454123
NC,,Spring (MAM),1990,+,StateAvgMaxT.txt,0.06,2020,1980,71.066666667,,,0.059,0.059454123
NC,,Spring (MAM),1989,+,StateAvgMinT.txt,0.06,2020,1980,45.133333333,,,0.059,0.059454123
NC,,Spring (MAM),1989,+,StateAvgMaxT.txt,0.06,2020,1980,68.5,,,0.059,0.059454123
NC,,Spring (MAM),2012,+,StateAvgMinT.txt,0.06,2020,1980,50.733333333,,,0.059,0.059454123
NC,,Spring (MAM),2012,+,StateAvgMaxT.txt,0.06,2020,1980,74.233333333,,,0.059,0.059454123
NC,,Spring (MAM),2019,+,StateAvgMinT.txt,0.06,2020,1980,49.2,,,0.059,0.059454123
NC,,Spring (MAM),2019,+,StateAvgMaxT.txt,0.06,2020,1980,72.2,,,0.059,0.059454123
NC,,Spring (MAM),2015,+,StateAvgMinT.txt,0.06,2020,1980,48.2,,,0.059,0.059454123
NC,,Spring (MAM),2015,+,StateAvgMaxT.txt,0.06,2020,1980,71.333333333,,,0.059,0.059454123
NC,,Spring (MAM),2017,+,StateAvgMinT.txt,0.06,2020,1980,49,,,0.059,0.059454123
NC,,Spring (MAM),2017,+,StateAvgMaxT.txt,0.06,2020,1980,72.1,,,0.059,0.059454123
NC,,Spring (MAM),1999,+,StateAvgMinT.txt,0.06,2020,1980,45.2,,,0.059,0.059454123
NC,,Spring (MAM),1999,+,StateAvgMaxT.txt,0.06,2020,1980,69.7,,,0.059,0.059454123
NC,,Spring (MAM),1981,+,StateAvgMinT.txt,0.06,2020,1980,43.966666667,,,0.059,0.059454123
NC,,Spring (MAM),1981,+,StateAvgMaxT.txt,0.06,2020,1980,70.066666667,,,0.059,0.059454123
NC,,Spring (MAM),2013,+,StateAvgTv2.txt,0.06,2020,1980,55.933333333,55.93,2013,0.059,0.059454123
NC,,Spring (MAM),2008,+,StateAvgTv2.txt,0.06,2020,1980,58.166666667,58.17,2008,0.059,0.059454123
NC,,Spring (MAM),2001,+,StateAvgTv2.txt,0.06,2020,1980,57.766666667,57.77,2001,0.059,0.059454123
NC,,Spring (MAM),1981,+,StateAvgTv2.txt,0.06,2020,1980,57.033333333,57.03,1981,0.059,0.059454123
NC,,Spring (MAM),1989,+,StateAvgTv2.txt,0.06,2020,1980,56.833333333,56.83,1989,0.059,0.059454123
NC,,Spring (MAM),2007,+,StateAvgTv2.txt,0.06,2020,1980,59.033333333,59.03,2007,0.059,0.059454123
NC,,Spring (MAM),2002,+,StateAvgTv2.txt,0.06,2020,1980,59.633333333,59.63,2002,0.059,0.059454123
NC,,Spring (MAM),1986,+,StateAvgTv2.txt,0.06,2020,1980,58.833333333,58.83,1986,0.059,0.059454123
NC,,Spring (MAM),1995,+,StateAvgTv2.txt,0.06,2020,1980,59.233333333,59.23,1995,0.059,0.059454123
NC,,Spring (MAM),2006,+,StateAvgTv2.txt,0.06,2020,1980,58.566666667,58.57,2006,0.059,0.059454123
NC,,Spring (MAM),1985,+,StateAvgTv2.txt,0.06,2020,1980,59.933333333,59.93,1985,0.059,0.059454123
