State,Stations,Time Frame,Year,State Trend Sign,Table Name,Dynamic State Trend,Max State Year,Min State Year,Raw Data,State Data,State Non-Null Years,State Trend Magnitude,State Trends
NC,,Fall (SON),1994,+,StateAvgMaxT.txt,1.99,2020,1980,71.4,,,1.99,0.049721254
NC,,Fall (SON),1994,+,StateAvgTv2.txt,1.99,2020,1980,59.833333333,59.83,1994,1.99,0.049721254
NC,,Fall (SON),2013,+,StateAvgTv2.txt,1.99,2020,1980,59.3,59.30,2013,1.99,0.049721254
NC,,Fall (SON),2013,+,StateAvgMinT.txt,1.99,2020,1980,48.433333333,,,1.99,0.049721254
NC,,Fall (SON),2013,+,StateAvgMaxT.txt,1.99,2020,1980,70.166666667,,,1.99,0.049721254
NC,,Fall (SON),2000,+,StateAvgMinT.txt,1.99,2020,1980,46.933333333,,,1.99,0.049721254
NC,,Fall (SON),2000,+,StateAvgMaxT.txt,1.99,2020,1980,70.533333333,,,1.99,0.049721254
NC,,Fall (SON),2000,+,StateAvgTv2.txt,1.99,2020,1980,58.766666667,58.77,2000,1.99,0.049721254
NC,,Fall (SON),1980,+,StateAvgMinT.txt,1.99,2020,1980,47.966666667,,,1.99,0.049721254
NC,,Fall (SON),1980,+,StateAvgMaxT.txt,1.99,2020,1980,70.633333333,,,1.99,0.049721254
NC,,Fall (SON),1980,+,StateAvgTv2.txt,1.99,2020,1980,59.3,59.30,1980,1.99,0.049721254
NC,,Fall (SON),1995,+,StateAvgTv2.txt,1.99,2020,1980,58.666666667,58.67,1995,1.99,0.049721254
NC,,Fall (SON),1995,+,StateAvgMinT.txt,1.99,2020,1980,47.833333333,,,1.99,0.049721254
NC,,Fall (SON),1995,+,StateAvgMaxT.txt,1.99,2020,1980,69.566666667,,,1.99,0.049721254
NC,,Fall (SON),1991,+,StateAvgMinT.txt,1.99,2020,1980,47.366666667,,,1.99,0.049721254
NC,,Fall (SON),1991,+,StateAvgMaxT.txt,1.99,2020,1980,71.366666667,,,1.99,0.049721254
NC,,Fall (SON),1991,+,StateAvgTv2.txt,1.99,2020,1980,59.366666667,59.37,1991,1.99,0.049721254
NC,,Fall (SON),2020,+,StateAvgMinT.txt,1.99,2020,1980,52.133333333,,,1.99,0.049721254
NC,,Fall (SON),2020,+,StateAvgMaxT.txt,1.99,2020,1980,73,,,1.99,0.049721254
NC,,Fall (SON),2020,+,StateAvgTv2.txt,1.99,2020,1980,62.566666667,62.57,2020,1.99,0.049721254
NC,,Fall (SON),1998,+,StateAvgMinT.txt,1.99,2020,1980,49.666666667,,,1.99,0.049721254
NC,,Fall (SON),1998,+,StateAvgMaxT.txt,1.99,2020,1980,74.3,,,1.99,0.049721254
NC,,Fall (SON),1998,+,StateAvgTv2.txt,1.99,2020,1980,62,62.00,1998,1.99,0.049721254
NC,,Fall (SON),1987,+,StateAvgMinT.txt,1.99,2020,1980,46.533333333,,,1.99,0.049721254
NC,,Fall (SON),1987,+,StateAvgMaxT.txt,1.99,2020,1980,71.2,,,1.99,0.049721254
NC,,Fall (SON),1987,+,StateAvgTv2.txt,1.99,2020,1980,58.866666667,58.87,1987,1.99,0.049721254
NC,,Fall (SON),2003,+,StateAvgMinT.txt,1.99,2020,1980,50.1,,,1.99,0.049721254
NC,,Fall (SON),2003,+,StateAvgMaxT.txt,1.99,2020,1980,72.566666667,,,1.99,0.049721254
NC,,Fall (SON),2003,+,StateAvgTv2.txt,1.99,2020,1980,61.333333333,61.33,2003,1.99,0.049721254
NC,,Fall (SON),2014,+,StateAvgMinT.txt,1.99,2020,1980,48.766666667,,,1.99,0.049721254
NC,,Fall (SON),2014,+,StateAvgMaxT.txt,1.99,2020,1980,70.166666667,,,1.99,0.049721254
NC,,Fall (SON),2014,+,StateAvgTv2.txt,1.99,2020,1980,59.466666667,59.47,2014,1.99,0.049721254
NC,,Fall (SON),2005,+,StateAvgMinT.txt,1.99,2020,1980,51.033333333,,,1.99,0.049721254
NC,,Fall (SON),2005,+,StateAvgMaxT.txt,1.99,2020,1980,73.9,,,1.99,0.049721254
NC,,Fall (SON),2005,+,StateAvgTv2.txt,1.99,2020,1980,62.466666667,62.47,2005,1.99,0.049721254
NC,,Fall (SON),1992,+,StateAvgMinT.txt,1.99,2020,1980,48.733333333,,,1.99,0.049721254
NC,,Fall (SON),1992,+,StateAvgMaxT.txt,1.99,2020,1980,69.9,,,1.99,0.049721254
NC,,Fall (SON),1992,+,StateAvgTv2.txt,1.99,2020,1980,59.366666667,59.37,1992,1.99,0.049721254
NC,,Fall (SON),2011,+,StateAvgMinT.txt,1.99,2020,1980,49.2,,,1.99,0.049721254
NC,,Fall (SON),2011,+,StateAvgMaxT.txt,1.99,2020,1980,71.833333333,,,1.99,0.049721254
NC,,Fall (SON),2011,+,StateAvgTv2.txt,1.99,2020,1980,60.533333333,60.53,2011,1.99,0.049721254
NC,,Fall (SON),2017,+,StateAvgMinT.txt,1.99,2020,1980,49.866666667,,,1.99,0.049721254
NC,,Fall (SON),2017,+,StateAvgMaxT.txt,1.99,2020,1980,72.533333333,,,1.99,0.049721254
NC,,Fall (SON),2017,+,StateAvgTv2.txt,1.99,2020,1980,61.2,61.20,2017,1.99,0.049721254
NC,,Fall (SON),1982,+,StateAvgMinT.txt,1.99,2020,1980,48.366666667,,,1.99,0.049721254
NC,,Fall (SON),1982,+,StateAvgMaxT.txt,1.99,2020,1980,70.366666667,,,1.99,0.049721254
NC,,Fall (SON),1982,+,StateAvgTv2.txt,1.99,2020,1980,59.366666667,59.37,1982,1.99,0.049721254
NC,,Fall (SON),2008,+,StateAvgTv2.txt,1.99,2020,1980,58.6,58.60,2008,1.99,0.049721254
NC,,Fall (SON),2008,+,StateAvgMinT.txt,1.99,2020,1980,47.5,,,1.99,0.049721254
NC,,Fall (SON),2008,+,StateAvgMaxT.txt,1.99,2020,1980,69.666666667,,,1.99,0.049721254
NC,,Fall (SON),1989,+,StateAvgTv2.txt,1.99,2020,1980,60.2,60.20,1989,1.99,0.049721254
NC,,Fall (SON),1989,+,StateAvgMinT.txt,1.99,2020,1980,49.266666667,,,1.99,0.049721254
NC,,Fall (SON),1989,+,StateAvgMaxT.txt,1.99,2020,1980,71.1,,,1.99,0.049721254
NC,,Fall (SON),2018,+,StateAvgMinT.txt,1.99,2020,1980,52.8,,,1.99,0.049721254
NC,,Fall (SON),2018,+,StateAvgMaxT.txt,1.99,2020,1980,71.9,,,1.99,0.049721254
NC,,Fall (SON),2018,+,StateAvgTv2.txt,1.99,2020,1980,62.366666667,62.37,2018,1.99,0.049721254
NC,,Fall (SON),1996,+,StateAvgMinT.txt,1.99,2020,1980,47.2,,,1.99,0.049721254
NC,,Fall (SON),1996,+,StateAvgMaxT.txt,1.99,2020,1980,68.866666667,,,1.99,0.049721254
NC,,Fall (SON),1996,+,StateAvgTv2.txt,1.99,2020,1980,58.033333333,58.03,1996,1.99,0.049721254
NC,,Fall (SON),2006,+,StateAvgTv2.txt,1.99,2020,1980,59.1,59.10,2006,1.99,0.049721254
NC,,Fall (SON),2006,+,StateAvgMinT.txt,1.99,2020,1980,48.033333333,,,1.99,0.049721254
NC,,Fall (SON),2006,+,StateAvgMaxT.txt,1.99,2020,1980,70.166666667,,,1.99,0.049721254
NC,,Fall (SON),1985,+,StateAvgTv2.txt,1.99,2020,1980,64.066666667,64.07,1985,1.99,0.049721254
NC,,Fall (SON),1985,+,StateAvgMinT.txt,1.99,2020,1980,53.6,,,1.99,0.049721254
NC,,Fall (SON),1985,+,StateAvgMaxT.txt,1.99,2020,1980,74.533333333,,,1.99,0.049721254
NC,,Fall (SON),2007,+,StateAvgTv2.txt,1.99,2020,1980,62.433333333,62.43,2007,1.99,0.049721254
NC,,Fall (SON),2007,+,StateAvgMinT.txt,1.99,2020,1980,50.233333333,,,1.99,0.049721254
NC,,Fall (SON),2007,+,StateAvgMaxT.txt,1.99,2020,1980,74.6,,,1.99,0.049721254
NC,,Fall (SON),2019,+,StateAvgMinT.txt,1.99,2020,1980,51.366666667,,,1.99,0.049721254
NC,,Fall (SON),2019,+,StateAvgMaxT.txt,1.99,2020,1980,73.266666667,,,1.99,0.049721254
NC,,Fall (SON),2019,+,StateAvgTv2.txt,1.99,2020,1980,62.3,62.30,2019,1.99,0.049721254
